locID,cityID,streetAddress,roadChar
4162,7,Carley Rd,Not at a Junction
4163,7,2 Chester Rd.,Parking Lot
4164,117,157 Jones Road,Not at a Junction
4165,53,MAIN STREET,Four-way Intersection
4166,146,US RT 2,Not Reported
4167,172,44 Topsham Corinth Road,Driveway
4168,169,Monkton Road,Not at a Junction
4169,53,8 STATE ST,Not at a Junction
4170,96,Maquam Shore,Not at a Junction
4171,144,1045 VT !05,Driveway
4172,70,Merchant Street,Not at a Junction
4173,12,308 Shelburne Rd,Not at a Junction
4174,112,I 91 S MM22 ,Not Reported
4175,135,Rte 12,Not at a Junction
4176,185,West Main,Not Reported
4177,10,So. Brownell Road,T - Intersection
4178,88,Whitney Hill Rd,Not at a Junction
4179,123,20 Grape,Not at a Junction
4180,15,South Main Street,Not at a Junction
4181,11,US Route 7 S,T - Intersection
4182,23,I 89 N MM67,Not Reported
4183,71,7500 Block US RT 7,Not Reported
4184,31,62 Lower Main St,Not at a Junction
4185,149,33 Eldridge Road,Not at a Junction
4186,28,US Route 7 North,On Ramp
4187,143,191 South Main St.,Not at a Junction
4188,10,INTERSTATE 89,Not at a Junction
4189,28,Northside Drive,Not at a Junction
4190,19,PARK ST,Four-way Intersection
4191,12,331 N Winooski Ave,Not Reported
4192,2,10 Farrell Street,Parking Lot
4193,6,Vernon Road,Parking Lot
4194,99,806 Texas Hill Rd,Not at a Junction
4195,113,498 Parker Rd,Not Reported
4196,60,Pinehurst Dr. / Birch Rd.,Not at a Junction
4197,26,Vt Route 9,Not at a Junction
4198,2,75 San Remo Drive,Parking Lot
4199,91,105 VT Rt 12 S,Parking Lot
4200,206,ROUTE 74,Not Reported
4201,67,3361 Killington Rd,Not at a Junction
4202,15,SouthMain Street,T - Intersection
4203,115,1193 Route 302,Not at a Junction
4204,62,323 Elm Street,T - Intersection
4205,115,I 89 MM 51/25,Not at a Junction
4206,13,260 Court St Hannafords,Parking Lot
4207,1,E Main St,Not at a Junction
4208,62,1010 VT ROUTE 14 S  EAST,Not Reported
4209,42,294 Mountain Rd,Not Reported
4210,7,Charlestown Road,Not at a Junction
4211,12,Unknown,Unknown
4212,19,Pearl St,T - Intersection
4213,168,Rt. 2 And Rt. 78,Four-way Intersection
4214,92,1772 Iron Gate Rd.,Not at a Junction
4215,7,1 Reservoir Road,T - Intersection
4216,6,1203 Marlboro Rd,Not at a Junction
4217,6,Park Place,Not at a Junction
4218,82,VT Route 10a,Not at a Junction
4219,94,1519  Us Rt 7,Not at a Junction
4220,19,Browns River Rd,Four-way Intersection
4221,138,WASHINGTON TURNPIKE,Not at a Junction
4222,123,Main St,T - Intersection
4223,56,HINESBURG HOLLOW ROAD,Not at a Junction
4224,192,228 Elmore Rd,Not at a Junction
4225,19,350 RIVER RD,Not at a Junction
4226,154,I-91 Mile 5.5,T - Intersection
4227,132,Park Street,Not at a Junction
4228,74,40 Strattonwald Road,Not at a Junction
4229,132,US RT 7,Not Reported
4230,154,I 91 S MM5,Not Reported
4231,7,Fairgrounds Road,Not at a Junction
4232,76,VT ROUTE 14,Not Reported
4233,134,37 Robinson Rd,Not at a Junction
4234,30,"I-89 SB, MM 56",Not at a Junction
4235,3,Richville Rd,Not at a Junction
4236,79,693 South Main Street,T - Intersection
4237,239,VT RT 14 N,Not Reported
4238,185,Main Street,Not at a Junction
4239,221,192 VT RT 8,Not at a Junction
4240,35,723,Not at a Junction
4241,31,Park St,Not at a Junction
4242,6,Main St,T - Intersection
4243,172,100 Block US ROUTE 302,Not Reported
4244,30,I 89 N MM54,Not Reported
4245,33,VT ROUTE 118,Not Reported
4246,143,VT Route 25,Not at a Junction
4247,70,Merchant Street,Four-way Intersection
4248,69,Mile Marker 43,Not at a Junction
4249,78,6151 VT RT 7A,Not at a Junction
4250,158,2993,Parking Lot
4251,209,1719 Rt 100B,Not at a Junction
4252,224,Not Reported,Not at a Junction
4253,175,VT Route 133,Not at a Junction
4254,13,College Street,Not Reported
4255,12,23 Hayward St,Not at a Junction
4256,55,I 89 S MM3 ,Not Reported
4257,130,I 91 S Exit 18,Off Ramp
4258,142,123 US RT 5 South,Parking Lot
4259,123,River St,Not at a Junction
4260,51,VT RT 153,Not Reported
4261,172,Not Reported,Not at a Junction
4262,44,1948 Craftsbury Rd,Not at a Junction
4263,6,South Main St,Y - Intersection
4264,19,2 CENTER RD,Not at a Junction
4265,180,ROCKINGHAM RD,Not Reported
4266,28,239 Union Street,Not at a Junction
4267,67,US-4,T - Intersection
4268,43,I 91 N MM60 ,Not Reported
4269,40,VT Route 103 South,Not at a Junction
4270,73,3231 Cox District Rd.,Not Reported
4271,28,Vermont Route 7 North,Not at a Junction
4272,12,60 Lake St,Not at a Junction
4273,12,46 Grove St,Not at a Junction
4274,33,980 Perley Rd,T - Intersection
4275,21,156 Roosevelt Highway,Not at a Junction
4276,21,US Route 7,Not Reported
4277,80,4800 Block US ROUTE 5,Not Reported
4278,30,U.S. RT. 2,T - Intersection
4279,6,564 Canal St,Parking Lot
4280,149,Woods Hill Rd,Not at a Junction
4281,58,599 N Danville Road,Not at a Junction
4282,23,I 89 N,Not Reported
4283,80,972 Elm St,Not at a Junction
4284,164,639 South St,Not at a Junction
4285,27,BUGBEE CROSSING RD,Not Reported
4286,81,1200 Block NOYESTAR RD,Not Reported
4287,12,Leddy Park Rd,Parking Lot
4288,14,2616 Portland Street,Not at a Junction
4289,47,E Cobble Hill Rd,Not at a Junction
4290,60,North Gate,Not at a Junction
4291,140,1908 VT RT 15E,Not at a Junction
4292,11,US Rt 7 S,T - Intersection
4293,104,2359 Huntington Road,Not at a Junction
4294,230,694 US RT 5 ,Not Reported
4295,31,4987 Stagecoach Road,Not at a Junction
4296,44,Mountainview Rd,Not at a Junction
4297,204,VT RT 118,Not Reported
4298,6,Blk Mtn Rd,Not at a Junction
4299,10,2939 St Goerge Rd,Parking Lot
4300,19,10 EDUCATIONAL DR,Parking Lot
4301,1,Haynes Road,Not at a Junction
4302,104,3260 Huntington Road,Not at a Junction
4303,224,300 Dunham Rd,Not at a Junction
4304,2,Airport Dr,T - Intersection
4305,2,794 Shelburne Road,Parking Lot
4306,14,2203 Memorial Dr,Not Reported
4307,44,Wolcott Street,Four-way Intersection
4308,8,312 Rockydale Road,Not at a Junction
4309,23,I 89 N EXIT 10,Not Reported
4310,33,5948 Berkshire Center Road,Driveway
4311,60,Spear Street,T - Intersection
4312,7,242 Town Farm Road,Not at a Junction
4313,12,King St,Parking Lot
4314,158,MUD ISLAND RD,Not Reported
4315,12,Manhattan Dr,T - Intersection
4316,147,1098 Vt Rt 30,Y - Intersection
4317,21,2872 East Road,Not at a Junction
4318,59,103 E Allen St,Parking Lot
4319,162,Johnson Curve Rd,Not at a Junction
4320,34,CAUSEWAY,Not Reported
4321,21,Prim Road,Not at a Junction
4322,189,76 Main St,Parking Lot
4323,19,81 MAIN ST,Parking Lot
4324,6,Rte 9,Not at a Junction
4325,5,28 Hyde Road,Not at a Junction
4326,14,Railroad St,Four-way Intersection
4327,221,10 Howe Pond Rd,T - Intersection
4328,86,College Road,T - Intersection
4329,28,1404 East Road,Parking Lot
4330,31,20 Upper Main St,Parking Lot
4331,6,26 Harmony Place,Parking Lot
4332,119,Drake Road,Not at a Junction
4333,84,SKUNK HOLLOW ROAD ,Not Reported
4334,10,5755 WILLISTON ROAD,Not at a Junction
4335,61,I 91 S MM84; 84/4 ,Not Reported
4336,21,"I-89, Mm96",Not at a Junction
4337,34,Main St,Not at a Junction
4338,53,I 91 S MM54; 54/8 ,Not Reported
4339,12,355 St Paul St,Not at a Junction
4340,28,105 Barney Road,Not at a Junction
4341,12,Shelburne Rd,On Ramp
4342,203,352 The Bend Road,Not Reported
4343,140,Lower Main St W,Not at a Junction
4344,37,6417 Vt Rt 15,Driveway
4345,28,River Street,Four-way Intersection
4346,179,Grimes Hill Rd,Not at a Junction
4347,39,2500 Block MACHIA RD,Not Reported
4348,47,Cutler Corner Rd,Not at a Junction
4349,21,973 Roosevelt Highway,Not at a Junction
4350,9,995 Rt 100 S,T - Intersection
4351,2,Airport Pkwy,T - Intersection
4352,10,2200 Essex Rd,Not at a Junction
4353,79,260 Wall St.,Not at a Junction
4354,15,West & Meadow St,Not at a Junction
4355,12,180 Elmwood Ave,Not at a Junction
4356,7,Reservoir Road,Not at a Junction
4357,55,42 Sykes Mt Ave,Not at a Junction
4358,141,620 Sandy Birch Road,T - Intersection
4359,119,South Street,Five-point or more
4360,19,10 Susie Wilson Rd,Four-way Intersection
4361,6,Fairview St,T - Intersection
4362,99,Richmond Rd,Four-way Intersection
4363,86,686 Broad St,Not at a Junction
4364,59,320 Malletts Bay Ave,Not at a Junction
4365,63,I-89 South,Not at a Junction
4366,152,VT RT 100,Not at a Junction
4367,130,I91 N,Not at a Junction
4368,28,127 Adams Street,Not at a Junction
4369,154,I 91 N MM2 ,Not Reported
4370,60,6308 Shelburne Rd,Not at a Junction
4371,80,3731 US ROUTE 5;BY THOMPSON\'S REDEMPTIO,Not Reported
4372,96,11 North River Street,Not at a Junction
4373,150,Not Reported,T - Intersection
4374,21,Interstate 89,Not at a Junction
4375,10,1158 Essex Road,Not at a Junction
4376,2,106 TWIN OAKS TER,Parking Lot
4377,33,3469 Water Tower Road,Not at a Junction
4378,180,Cherry Hill Rd,Not Reported
4379,19,159 PEARL ST,Not at a Junction
4380,70,Berlin St,Four-way Intersection
4381,59,I89 Southbound,Not at a Junction
4382,68,2700 Block VT ROUTE 11,Not Reported
4383,163,700 Block US ROUTE 7,Not Reported
4384,232,300 Block VT ROUTE 125,Not Reported
4385,7,36 Precision Drive,Not at a Junction
4386,12,Peru St,T - Intersection
4387,147,2535 VT RT 74,Not at a Junction
4388,92,Bartlett Hill Rd.,Not at a Junction
4389,124,4503 Duck Pond Road,Not at a Junction
4390,116,Wellwood Orchard Rd,Not at a Junction
4391,224,459 VT RT 313,T - Intersection
4392,82,Wheelock Street,T - Intersection
4393,228,96 EAGLE HOLLOW RD; BY LEDGES ,Not Reported
4394,6,I-91 S Exit 3,Off Ramp
4395,82,Willey Hill Road,Not at a Junction
4396,102,175 ELM ST ,Not Reported
4397,106,Vt Route 30,Not at a Junction
4398,157,VT RT 100,Not Reported
4399,130,4585 US Route 5,Driveway
4400,214,BROOK RD,Not Reported
4401,7,Gulf Street,Four-way Intersection
4402,94,115 Monkton Road,Parking Lot
4403,7,582 Spoonerville Road,Not at a Junction
4404,12,Plattsburg Ave,Four-way Intersection
4405,122,I4,Not at a Junction
4406,30,961 U.S Route 2,Not at a Junction
4407,19,Lincoln St,Not at a Junction
4408,137,2870 VT RT 100,Not at a Junction
4409,142,Lake Morey Rd.,Not at a Junction
4410,113,Whipple Hollow Rd,Not Reported
4411,59,E Allen St,Four-way Intersection
4412,6,158 Western Ave,Driveway
4413,14,1315 Hospital Drive LOT A,Not Reported
4414,11,37 Bombardier Rd,Parking Lot
4415,92,1700 Block VT ROUTE 108 S,Not Reported
4416,45,CROSSETT HILL,Not Reported
4417,35,Moore Hill Road,Not at a Junction
4418,58,1311 JOES BROOK RD,Not at a Junction
4419,132,Park St,T - Intersection
4420,84,295 VT Route 15,Not at a Junction
4421,118,3035 US RT 302,Not Reported
4422,104,Not Reported,On Ramp
4423,12,Ward St,Not at a Junction
4424,73,Old RiverRd,T - Intersection
4425,128,3000 Vt Rt 22a,Not at a Junction
4426,91,2305 VT ROUTE 14 N ,Not Reported
4427,34,152 Hill St,Driveway
4428,69,6822 VT RT 14,Not at a Junction
4429,142,Not Reported,Not at a Junction
4430,14,"I-91, Southbound",Not at a Junction
4431,42,512 Mountain Rd,Driveway
4432,186,337 Us Route 2,Not at a Junction
4433,42,4081 Mountain Rd,Not Reported
4434,54,2400 Block US ROUTE 2,Not Reported
4435,23,I 89 S MM63,Not Reported
4436,223,Not Reported,Not at a Junction
4437,28,Park Street,Not at a Junction
4438,170,379 VT RT 7A,Not at a Junction
4439,47,VT Rt 63,Four-way Intersection
4440,21,I 89 S MM91,Not Reported
4441,21,19 Wexford Lane,Not at a Junction
4442,15,43 Cleveland Ave,Not at a Junction
4443,102,899 Perley Road,Not at a Junction
4444,67,East Mtn. Rd.,Not at a Junction
4445,19,37 Park St,Parking Lot
4446,210,RT 111,Not at a Junction
4447,19,I 289 Eb,Not at a Junction
4448,82,I - 91 North,Not at a Junction
4449,113,1812 Sangamon Road,Not at a Junction
4450,12,Franklin Sq,Unknown
4451,79,2066 VT Rt 12A,Not at a Junction
4452,14,8 Memorial Dr,Driveway
4453,15,239 S Main St,Four-way Intersection
4454,168,Vt Route 78,Not at a Junction
4455,78,PARAN RD; NEAR MACARTHY ACRES ,Not Reported
4456,162,Rice Farm Rd,T - Intersection
4457,179,RT 30,Not Reported
4458,19,51 UPPER MAIN,Not at a Junction
4459,91,VT Route 66,Not at a Junction
4460,56,2770 Main Road,Not at a Junction
4461,69,I 89 S MM43; X5 OFF RAMP ,Not Reported
4462,10,Marshall Ave,T - Intersection
4463,104,I-89,Not at a Junction
4464,104,2717 Huntington Rd,Not at a Junction
4465,240,1200 Block VICTORY RD,Not Reported
4466,2,Swift St,Not at a Junction
4467,168,U.S. Route 2,Not at a Junction
4468,10,Merchants Row,Four-way Intersection
4469,73,21 High Street,Not Reported
4470,12,44 School St,Driveway
4471,19,79 PEARL ST,Parking Lot
4472,58,DOLE HILL RD,Not Reported
4473,110,VT RT 242,Not at a Junction
4474,209,2295 Moretown Mountain Road,Not at a Junction
4475,28,100 River Street,Not at a Junction
4476,156,WILLIAMSTOWN RD,Not Reported
4477,6,Route 9 West,Not at a Junction
4478,34,Main Street,Four-way Intersection
4479,124,I 93 North,Not at a Junction
4480,92,1424 VT Route 109,Not at a Junction
4481,78,1678 BUCK HILL RD ,Not Reported
4482,21,Hegeman Avenue,Not at a Junction
4483,22,Buck Hollow Rd,Not at a Junction
4484,10,194 Retail Way,Parking Lot
4485,183,677 Rt 100,Not at a Junction
4486,47,311 Cutler Corner Rd,Not at a Junction
4487,115,I 89 N MM49; 49.3 ,Not Reported
4488,69,PARK,Not Reported
4489,109,BERGERON RD,Not Reported
4490,19,124 WEST ST,Driveway
4491,78,400 US RT 7,Not at a Junction
4492,21,I- 89 South,Not at a Junction
4493,19,30 MAIN ST,Not at a Junction
4494,15,2 S Main St,Not at a Junction
4495,44,South Main Street,Not at a Junction
4496,150,2763 Bolton Valley Access Rd,Not Reported
4497,99,Silver St,Not at a Junction
4498,2,110 Kennedy Dr,T - Intersection
4499,21,Blakely Road,Y - Intersection
4500,104,I 89 N MM76,Not Reported
4501,55,I 91 N MM68,Not Reported
4502,142,I 91,Not at a Junction
4503,77,6181 Greenbush Road,T - Intersection
4504,31,Upper Main St,Not at a Junction
4505,12,426 Colchester Ave #3,Parking Lot
4506,7,15 Orchard St.,Not at a Junction
4507,28,312 Crescent Blvd,Parking Lot
4508,96,120 First St,Not Reported
4509,14,1117 US Rt 2E,Not at a Junction
4510,215,533 Millbrook Rd,Not at a Junction
4511,19,WEST ST EXT,Four-way Intersection
4512,132,80 Park St.,Driveway
4513,28,1 Sage Street,T - Intersection
4514,28,52 North Bennington Rd,Driveway
4515,111,I91S,Not at a Junction
4516,3,Bonnet St,Not at a Junction
4517,12,82 University Place,Not Reported
4518,156,788 W CORINTH RD ,Not Reported
4519,26,187 OLD HARBOUR RD ,Not Reported
4520,199,Leicester Whting Road,Not at a Junction
4521,206,115 Palmer Road,Not at a Junction
4522,1,VT Route 9 East-Shaw's Parking Lot,Not at a Junction
4523,9,410 Vt Rt 100 S,Not Reported
4524,162,East West Road,T - Intersection
4525,125,1 Block ROXBURY MOUNTAIN RD,Not Reported
4526,201,392 US ROUTE 302,Not at a Junction
4527,183,200 Block MOUNTAIN ACRES RD,Not Reported
4528,116,VICTORY DR,Not at a Junction
4529,11,167 US Route 7 S,Parking Lot
4530,28,North Bennington Road,T - Intersection
4531,59,Northbound Mile Marker 90,Not at a Junction
4532,168,5 VT Route 129,Not at a Junction
4533,1,53 East Main Street,Not at a Junction
4534,33,1900 Block BERKSHIRE CENTER RD,Not Reported
4535,75,100 Block OLIN DR,Not Reported
4536,103,6 Mine Rd,Not at a Junction
4537,173,Route 131,Not at a Junction
4538,64,42 S Main Street,Shared-use path or trail
4539,3,Main Street,T - Intersection
4540,28,335 Dewey Street,Parking Lot
4541,11,205 US Rt 7 N,Not at a Junction
4542,141,OLD STAGE ROAD; MILE DOWN FROM BALLARD ,Not Reported
4543,8,21 Prince Lane,Parking Lot
4544,199,3 South Main Street,Four-way Intersection
4545,77,2901 FERRY RD; F5 ,Not Reported
4546,166,VT Route 103,Four-way Intersection
4547,19,2 PARK ST,Five-point or more
4548,28,West Road,Parking Lot
4549,1,VT Route 9 East,Not Reported
4550,209,5770 VT Route 100B,Not at a Junction
4551,19,124 CENTER RD,Four-way Intersection
4552,1,VT RT 100 & Rader,Not at a Junction
4553,21,West Lakeshore Drive,Not at a Junction
4554,104,Bridge St,Not at a Junction
4555,2,1117 Williston Road,T - Intersection
4556,62,184 Berlin St,Not at a Junction
4557,6,68 Birge St,Parking Lot
4558,162,Middle Road,Not at a Junction
4559,36,I 89 N MM111,Not Reported
4560,19,FORT PARKWAY,Not at a Junction
4561,11,Middle Rd,Y - Intersection
4562,104,Interstate 89,Not at a Junction
4563,21,Mile Marker 97,Not at a Junction
4564,75,Not Reported,T - Intersection
4565,180,730 Saxtons River Rd,Not at a Junction
4566,53,52 MAIN ST,Parking Lot
4567,7,Union Street,Not at a Junction
4568,43,Quechee Rd,Five-point or more
4569,12,325 N Winooski Ave,Parking Lot
4570,15,12 North Main Street,Parking Lot
4571,15,78 STRATTON ROAD,Not at a Junction
4572,9,Rt. 103,Four-way Intersection
4573,116,5472 Rt 131,Driveway
4574,122,US-7,Not Reported
4575,18,Not Reported,Not at a Junction
4576,2,2500 Williston Road,Not Reported
4577,119,US 4 Westbound,Not at a Junction
4578,105,3934 VT ROUTE 9 ,Not Reported
4579,233,VT RT 133 MM5,Not Reported
4580,21,I 89 S/B,Not at a Junction
4581,196,VT RT 128,Not Reported
4582,6,Belmont Ave.,Parking Lot
4583,2,1117 Shelburne Rd,Not at a Junction
4584,66,2753 Maple Ridge Rd,Not at a Junction
4585,31,Aubuchon Hardware Parking Lot,Parking Lot
4586,13,Court St Ext,Not at a Junction
4587,1,VT Rt 9 West,T - Intersection
4588,227,U.S. Route 2,Not at a Junction
4589,60,5420 Shelburne Rd,Not at a Junction
4590,7,47 River St.,Not at a Junction
4591,85,2381 US Route 7,Not at a Junction
4592,150,3400 Block DUXBURY RD,Not Reported
4593,84,211 Browns Trace Rd,Parking Lot
4594,12,S Union St,Four-way Intersection
4595,42,14 Barrows Rd,Parking Lot
4596,40,1570 Flamstead Road,Not at a Junction
4597,21,414 Roosevelt Highway,Parking Lot
4598,28,Hospital Drive,T - Intersection
4599,62,1 Block INTERSTATE 89 N,Not Reported
4600,201,RESERVOIR ROAD,Not Reported
4601,6,62 Brook St,Driveway
4602,12,505 Riverside Ave,Four-way Intersection
4603,7,2 Chester Road: Parking Lot,Parking Lot
4604,12,Manhattan Dr,Not Reported
4605,42,728 Mountain Rd,Not at a Junction
4606,71,1374 NW HILL RD ,Not Reported
4607,104,West/East Main St,Four-way Intersection
4608,7,362 River St,Parking Lot
4609,123,168 N Main St,Four-way Intersection
4610,104,1717 W Main St,Not at a Junction
4611,114,3553 Ft. Bridgman Rd.,Not at a Junction
4612,28,100 Northside Drive,Four-way Intersection
4613,180,Rocking Ham St,Driveway
4614,10,Williston Rd / N Brownell Rd,Not Reported
4615,10,Industrial Ave,Not Reported
4616,62,I 89 SB MM 53; Off Ramp,Not at a Junction
4617,30,I 89 N MM60,Not Reported
4618,96,I 89 S MM119,Not Reported
4619,33,5100 Block W BERKSHIRE RD,Not Reported
4620,67,6400 Block US ROUTE 4,Not Reported
4621,155,300 Block LANCASTER RD,Not Reported
4622,80,I 91 N MM172,Not Reported
4623,20,500 VT RT 100,Not at a Junction
4624,96,First Street,Not at a Junction
4625,104,Kenyon Road,T - Intersection
4626,186,301 US 2,Not at a Junction
4627,14,I 91 NB,Off Ramp
4628,21,230 College Parkway,Not at a Junction
4629,79,Holland Place,Parking Lot
4630,15,118 S Main St,Not at a Junction
4631,132,3279 McConnell Road,Parking Lot
4632,2,141 Shamrock Rd,Parking Lot
4633,132,Birch Hill Rd,Not at a Junction
4634,61,I 91,Not at a Junction
4635,31,Munson Avenue,Four-way Intersection
4636,21,Mill Pond Road,Not at a Junction
4637,167,88 Vt Route 100,Not at a Junction
4638,189,US Route 5,Not at a Junction
4639,55,Quechee Mobil Parking Lot,Parking Lot
4640,96,ROUTE 78,Not Reported
4641,140,305 Whitcomb Island Road,Not at a Junction
4642,30,I 89 South MM 55.4,Not at a Junction
4643,122,US Route 7 South,Not at a Junction
4644,28,100 Veterans Memorial Drive,Parking Lot
4645,124,I 93 SB,On Ramp
4646,48,Little Pond Rd,Not at a Junction
4647,77,US-7 (5697 Rt.7),Not at a Junction
4648,78,51 GRANDVIEW ST ,Not Reported
4649,44,Hardwick Farms Rd,Not at a Junction
4650,21,66 Mountain View,Parking Lot
4651,63,VT ROUTE 107,Not Reported
4652,84,100 Block SKUNK HOLLOW RD,Not Reported
4653,6,205 Main St,Driveway
4654,189,HOLLOW RD,Not Reported
4655,92,WESTMAN RD,Not Reported
4656,70,Ayers Street,Four-way Intersection
4657,10,301 Avenue D,Parking Lot
4658,10,2121 Essex Rd,Not Reported
4659,80,112 Mcinnis Dr,Not at a Junction
4660,122,477 US Route 4,Not at a Junction
4661,42,4968 Mountain Rd,Parking Lot
4662,12,279 Colchester Ave,Parking Lot
4663,141,SKUNK HILL RD ,Not Reported
4664,26,231 Old Harbor Rd,Crossover
4665,15,92 Forest St,Four-way Intersection
4666,15,North Main Street,Four-way Intersection
4667,75,6539 VT RTE 100 ,Not Reported
4668,44,Wolcott St,T - Intersection
4669,12,Leddy Park,Not at a Junction
4670,35,US RT 302,Not Reported
4671,42,Elmore Mountain Rd,Not at a Junction
4672,6,Fairground Rd,Four-way Intersection
4673,21,4211 Roosevelt Highway,Driveway
4674,70,9 Summer Street,T - Intersection
4675,14,VT Route 2B,Not at a Junction
4676,61,VT RT 132,T - Intersection
4677,19,88 OLD STAGE RD,Not at a Junction
4678,96,1 Block SWEET HOLLOW RD,Not Reported
4679,82,Not Reported,Not at a Junction
4680,92,RT 108,T - Intersection
4681,96,RT 78,Not Reported
4682,10,166 Sycamore Street,Unknown
4683,116,Perkins Hill Road,Not at a Junction
4684,48,3095,T - Intersection
4685,39,LIN LIU DRIVE,Not Reported
4686,7,2 Front St,Not at a Junction
4687,10,St George Road,T - Intersection
4688,6,Western Ave,Driveway
4689,2,60 White Street,Parking Lot
4690,10,WILLISTON ROAD,Four-way Intersection
4691,2,1025 Shelburne Rd,Parking Lot
4692,2,Interstate 89 Mm 88.15,Not at a Junction
4693,2,Richard Terrace,Not at a Junction
4694,16,AIRPORT RD,Not Reported
4695,101,Main St,Not at a Junction
4696,47,4 Baptist St,Not at a Junction
4697,65,Hortonia Road,T - Intersection
4698,214,1476 East Hill Rd,Not at a Junction
4699,7,101 River Street,Driveway
4700,185,224 Main St,Not at a Junction
4701,12,111 Colchester Ave,Not Reported
4702,119,Main Street,Not at a Junction
4703,196,VT ROUTE 128 ,Not Reported
4704,19,Susie Wilson Rd,Four-way Intersection
4705,99,CVU Rd,Four-way Intersection
4706,42,"Stagecoach Rd, Pucker St",Y - Intersection
4707,192,Hampshire Hill Rd,Not at a Junction
4708,38,Fairfield Hill Road,Not at a Junction
4709,2,1335 Shelburne Road,Parking Lot
4710,16,Cold River Rd,T - Intersection
4711,43,110 MARTINSVILLE RD ,Not Reported
4712,59,E Allen St,Y - Intersection
4713,149,RT 105,Not Reported
4714,28,227 North Street,Not at a Junction
4715,148,East Road,T - Intersection
4716,31,RT 100,Not Reported
4717,133,Not Reported,Not at a Junction
4718,164,1010 Vt Route 30,Not at a Junction
4719,11,I 89 N MM104,Not Reported
4720,14,MM 133.10,Not at a Junction
4721,62,COUNTY RD,Not Reported
4722,28,614 Harwood HIll Road,Not at a Junction
4723,55,1102 MAPLE ST,Not at a Junction
4724,59,22 Main St,Traffic circle / roundabout
4725,165,VT RT 36,Not Reported
4726,53,I-91 S,Not at a Junction
4727,143,Goshen Road,Not at a Junction
4728,36,1276 Main St,Not at a Junction
4729,28,100 Monument Avenue,Not at a Junction
4730,51,2438 VT RT 30,Not at a Junction
4731,47,Websterville Rd,Four-way Intersection
4732,125,SUGARBUSH MTN RD,Not Reported
4733,46,I91,Not at a Junction
4734,17,1753 Panton Road,Not at a Junction
4735,199,219 South Main Street,Not at a Junction
4736,34,West Main Street,Not at a Junction
4737,112,I 91 S MM23 ,Not Reported
4738,94,US RT 7,Not Reported
4739,55,209 Maple Street,Four-way Intersection
4740,13,Seminary St Ext,T - Intersection
4741,148,2646 Stage Rd,Not at a Junction
4742,19,82 PEARL ST,Parking Lot
4743,12,Lake St,Not at a Junction
4744,59,174 North St,Not at a Junction
4745,77,Route 7,Not at a Junction
4746,2,I89 Southbound,On Ramp
4747,64,N Main St,T - Intersection
4748,12,220 Colchester Avenue,Not Reported
4749,19,14 PEARL ST,Four-way Intersection
4750,206,VT RT 22A,Four-way Intersection
4751,42,57 Mountain Rd,Not at a Junction
4752,31,Cole Hill Rd,Not at a Junction
4753,12,1 Mill St,Parking Lot
4754,34,CAUSEWAY BRIDGE,Not Reported
4755,130,I 91 S MM126,Not Reported
4756,70,Sumner Street,Parking Lot
4757,12,300 Main St,Parking Lot
4758,28,College Drive,Parking Lot
4759,28,2061 Middle Pownal Road,Not at a Junction
4760,105,North Pond Rd,Not at a Junction
4761,6,I-91,Off Ramp
4762,112,River Road South,T - Intersection
4763,128,4601 Vt Rt 17,Not Reported
4764,55,I 91 S MM69 ,Not Reported
4765,52,2 miles up from Jct 4A,Not at a Junction
4766,180,Route 121,Not at a Junction
4767,28,137 North Street,Not at a Junction
4768,15,Killington Avenue,Not at a Junction
4769,19,10 SUSIE WILSON RD,Parking Lot
4770,44,Marshall Street,Not at a Junction
4771,15,Forest Street,T - Intersection
4772,12,Meridian St,Not at a Junction
4773,6,I 91 N MM11,Not Reported
4774,186,308 South Street,Not at a Junction
4775,10,290 Boyer Circle,Parking Lot
4776,94,517 Old Hollow Road,Not at a Junction
4777,23,I 89 S MM66,Not Reported
4778,64,Kellogg Rd,Not at a Junction
4779,122,Holiday Drive,Four-way Intersection
4780,68,3700 Block VT ROUTE 11,Not Reported
4781,96,Sweet Hollow Road,Not at a Junction
4782,7,Summer Street,Not at a Junction
4783,6,10 Browne Court,Parking Lot
4784,41,1323 VT RT 242,Not at a Junction
4785,203,Lake Shore Rd,Not at a Junction
4786,204,1447 VT Route 118N,Driveway
4787,10,194 Retail Way,Not at a Junction
4788,164,1 Block HANNON RD,Not Reported
4789,1,Castle Hill Road,Not at a Junction
4790,211,RT 14,Railway grade crossing
4791,92,7522 Vt Rt 15,Not at a Junction
4792,52,738 Rutland Rd,Driveway
4793,130,I91 SB,Not at a Junction
4794,10,Mountainview RD & Brennan Woods DR,Not Reported
4795,124,2258 VT RT 18 ,Not Reported
4796,111,Mile Marker 146/1,Not at a Junction
4797,43,Vt Rt 12,Not at a Junction
4798,47,S Barre Rd,Not at a Junction
4799,11,Main Street,T - Intersection
4800,72,I 89 S MM35,Not Reported
4801,96,I 89 S MM120,Not Reported
4802,62,I 89 N MM53,Not Reported
4803,19,Old Stage Rd,T - Intersection
4804,110,1800 Block VT ROUTE 242,Not Reported
4805,128,7216 VT RT 17,Off Ramp
4806,67,700 Block US RT 4,Not Reported
4807,64,232 N Main St,Four-way Intersection
4808,38,Fairfield Hill Rd,T - Intersection
